Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-12-23 11:49:18.859 +0100,"Success",0:00:06,0,0,0,"20141223_114918.859/LogFile.txt","","",1
