Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-12-09 16:15:31.348 +0100,"Success",0:00:00,0,0,0,"20141209_161531.348/LogFile.txt","","",1
