Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2015-01-06 13:23:04.980 +0100,"Failure",0:01:55,1,0,3,"20150106_132304.980/LogFile.txt","","Image Not Found -- click Error - No Image Found On Screen: ""Agenda's""",0
