Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-12-22 14:52:22.461 +0100,"Success",0:00:04,0,0,0,"20141222_145222.461/LogFile.txt","","",1
