Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-12-23 11:44:45.356 +0100,"Success",0:00:02,0,0,0,"20141223_114445.356/LogFile.txt","","",1
